Date,Close,Open,High,Low,Volume,daily_change,Index
2016-03-17,24677.369141,24852.179688,24948.300781,24576.519531,14600,-0.703401267794668,BombayStockMarketIndex
2016-03-18,24952.740234,24729.410156,24986.939453,24681.640625,14100,0.903095045903525,BombayStockMarketIndex
2016-03-21,25285.369141,25007.560547,25327.449219,24988.269531,12400,1.11089841601253,BombayStockMarketIndex
2016-03-22,25330.490234,25331.009766,25381.330078,25083.699219,12000,-0.00205097232521605,BombayStockMarketIndex
2016-03-23,25337.560547,25322.099609,25367.810547,25156.820313,9500,0.0610570933640314,BombayStockMarketIndex
2016-03-28,24966.400391,25417.109375,25432.939453,24895.490234,10100,-1.77325036199165,BombayStockMarketIndex
2016-03-29,24900.460938,24957.240234,25079.349609,24835.560547,11000,-0.227506308660877,BombayStockMarketIndex
2016-03-30,25338.580078,25062.060547,25358.839844,25055.419922,10700,1.10333917070158,BombayStockMarketIndex
2016-03-31,25341.859375,25364.75,25479.619141,25223.220703,11500,-0.0902458135798697,BombayStockMarketIndex
2016-04-01,25269.640625,25301.699219,25354.939453,25119.349609,11400,-0.126705300393122,BombayStockMarketIndex
2016-04-04,25399.650391,25333.980469,25424.150391,25223.490234,7800,0.259216754668135,BombayStockMarketIndex
2016-04-05,24883.589844,25372.439453,25372.439453,24837.509766,14800,-1.92669534163456,BombayStockMarketIndex
2016-04-06,24900.630859,24978.859375,25000.650391,24834.160156,10300,-0.313178895903846,BombayStockMarketIndex
2016-04-07,24685.419922,24998.789063,25013.130859,24647.480469,19200,-1.25353728218703,BombayStockMarketIndex
2016-04-08,24673.839844,24665.800781,24736.029297,24608.509766,9700,0.0325919400362181,BombayStockMarketIndex
2016-04-11,25022.160156,24789.400391,25049.919922,24523.199219,25900,0.938948749581325,BombayStockMarketIndex
2016-04-12,25145.589844,25056.470703,25180.019531,24996.439453,11500,0.355673159465866,BombayStockMarketIndex
2016-04-13,25626.75,25358.419922,25671.5,25358.419922,14600,1.05814983277884,BombayStockMarketIndex
2016-04-18,25816.359375,25833.160156,25870.029297,25634.119141,8500,-0.0650357172662811,BombayStockMarketIndex
2016-04-20,25844.179688,25942.339844,25956.339844,25716.810547,11300,-0.378378190210552,BombayStockMarketIndex
2016-04-21,25880.380859,25979.679688,26080.070313,25783.119141,18100,-0.382217295180377,BombayStockMarketIndex
2016-04-22,25838.140625,25892.490234,25922.019531,25771.880859,13400,-0.209904912616837,BombayStockMarketIndex
2016-04-25,25678.929688,25891.029297,25891.029297,25585.929688,8200,-0.819201147111509,BombayStockMarketIndex
2016-04-26,26007.300781,25604.919922,26055,25549.050781,11200,1.57149821294411,BombayStockMarketIndex
2016-04-27,26064.119141,25956.419922,26092.929688,25885.240234,11200,0.414923241817009,BombayStockMarketIndex
2016-04-28,25603.099609,26078.279297,26100.539063,25561.169922,14600,-1.82212822628471,BombayStockMarketIndex
2016-04-29,25606.619141,25612.910156,25755.429688,25424.029297,14600,-0.024561890709357,BombayStockMarketIndex
2016-05-02,25436.970703,25565.439453,25565.439453,25341.140625,7700,-0.502509453186516,BombayStockMarketIndex
2016-05-03,25229.699219,25500.140625,25705.960938,25192.939453,11000,-1.06054868471927,BombayStockMarketIndex
2016-05-04,25101.730469,25210.869141,25245.699219,25061.039063,15800,-0.432903250536931,BombayStockMarketIndex
2016-05-05,25262.210938,25187.660156,25394.099609,25162.939453,11300,0.295981371585401,BombayStockMarketIndex
2016-05-06,25228.5,25223.669922,25260.480469,25057.929688,11300,0.0191489898771085,BombayStockMarketIndex
2016-05-09,25688.859375,25321.830078,25709.679688,25302.859375,11700,1.44945802048834,BombayStockMarketIndex
2016-05-10,25772.529297,25682.980469,25809.929688,25614.240234,10500,0.348669922122514,BombayStockMarketIndex
2016-05-11,25597.019531,25548.970703,25762.490234,25409.240234,9300,0.188065611560472,BombayStockMarketIndex
2016-05-12,25790.220703,25684.599609,25827.029297,25620.269531,9800,0.411223439757216,BombayStockMarketIndex
2016-05-13,25489.570313,25739.939453,25743.689453,25400.269531,12500,-0.972687369592155,BombayStockMarketIndex
2016-05-16,25653.230469,25528.800781,25688.460938,25351.619141,12900,0.487409060329243,BombayStockMarketIndex
2016-05-17,25773.609375,25756.140625,25927.310547,25733.759766,11400,0.0678236318644886,BombayStockMarketIndex
2016-05-18,25704.609375,25671.480469,25747,25503.400391,9800,0.129049456419185,BombayStockMarketIndex
2016-05-19,25399.720703,25713.839844,25714.560547,25351.990234,14400,-1.22159561895729,BombayStockMarketIndex
2016-05-20,25301.900391,25428.419922,25506.060547,25251.900391,13600,-0.497551681890153,BombayStockMarketIndex
2016-05-23,25230.359375,25447.720703,25519.259766,25207.779297,11300,-0.854148513090112,BombayStockMarketIndex
2016-05-24,25305.470703,25256.970703,25340.470703,25181.470703,10700,0.192026195739457,BombayStockMarketIndex
2016-05-25,25881.169922,25432.099609,25897.869141,25430.589844,9500,1.76576185177051,BombayStockMarketIndex
2016-05-26,26366.679688,26008.25,26398.939453,25941.509766,13900,1.37813842915229,BombayStockMarketIndex
2016-05-27,26653.599609,26415.929688,26677.429688,26405.279297,20800,0.899721962494348,BombayStockMarketIndex
2016-05-30,26725.599609,26694.75,26794.960938,26623.330078,14800,0.115564330064903,BombayStockMarketIndex
2016-05-31,26667.960938,26817.75,26837.199219,26561.580078,26500,-0.558544478936525,BombayStockMarketIndex
2016-06-01,26713.929688,26684.460938,26857.25,26671.859375,13400,0.110434121447944,BombayStockMarketIndex
2016-06-02,26843.140625,26694.279297,26885.160156,26641.019531,11100,0.557652545490256,BombayStockMarketIndex
2016-06-03,26843.029297,26919.230469,27008.140625,26792.070313,13000,-0.283073366780488,BombayStockMarketIndex
2016-06-06,26777.449219,26897.839844,26901.419922,26729.539063,8700,-0.447584734306666,BombayStockMarketIndex
2016-06-07,27009.669922,26833.539063,27082.630859,26829.529297,14800,0.656383261956164,BombayStockMarketIndex
2016-06-08,27020.660156,27085.240234,27105.410156,26973.710938,12500,-0.238432731044903,BombayStockMarketIndex
2016-06-09,26763.460938,26994.480469,26994.910156,26692.349609,10100,-0.855802841863532,BombayStockMarketIndex
2016-06-10,26635.75,26742.259766,26972.060547,26620.5,10100,-0.398282594410422,BombayStockMarketIndex
2016-06-13,26396.769531,26468.269531,26468.269531,26262.269531,9100,-0.27013477370048,BombayStockMarketIndex
2016-06-14,26395.710938,26482.5,26485.449219,26264.810547,7800,-0.327722314736146,BombayStockMarketIndex
2016-06-15,26726.339844,26500.789063,26752.589844,26446.589844,12300,0.851109680031787,BombayStockMarketIndex
2016-06-16,26525.460938,26686.029297,26686.029297,26314.910156,12600,-0.601694456724784,BombayStockMarketIndex
2016-06-17,26625.910156,26653.849609,26730.550781,26538.509766,9300,-0.104823331000431,BombayStockMarketIndex
2016-06-20,26866.919922,26497.109375,26885.490234,26447.880859,9500,1.39566373737702,BombayStockMarketIndex
2016-06-21,26812.779297,26907.419922,26925.640625,26754.599609,7000,-0.351726866694566,BombayStockMarketIndex
2016-06-22,26765.650391,26791.679688,26887.289063,26617.449219,7700,-0.0971544050359018,BombayStockMarketIndex
2016-06-23,27002.220703,26753.199219,27060.980469,26736.519531,9300,0.930810113442982,BombayStockMarketIndex
2016-06-24,26397.710938,26367.480469,26435.849609,25911.330078,24400,0.114650578903599,BombayStockMarketIndex
2016-06-27,26402.960938,26347.810547,26493.509766,26262.720703,18300,0.209316788966659,BombayStockMarketIndex
2016-06-28,26524.550781,26410.660156,26583.330078,26378.460938,8100,0.431229754679669,BombayStockMarketIndex
2016-06-29,26740.390625,26627.150391,26776.169922,26606.310547,7700,0.425281084671667,BombayStockMarketIndex
2016-06-30,26999.720703,26926.169922,27069.230469,26872.589844,8600,0.273157234070277,BombayStockMarketIndex
2016-07-01,27144.910156,27064.330078,27243.359375,27061.400391,10000,0.297735350432725,BombayStockMarketIndex
2016-07-04,27278.759766,27314.439453,27385.660156,27251.060547,8300,-0.130625733914086,BombayStockMarketIndex
2016-07-05,27166.869141,27340.720703,27348.660156,27127.300781,10400,-0.635870443535615,BombayStockMarketIndex
2016-07-07,27201.490234,27209.970703,27288.220703,27146.949219,8800,-0.031166770051183,BombayStockMarketIndex
2016-07-08,27126.900391,27292.199219,27294.820313,27034.140625,13900,-0.605663276431469,BombayStockMarketIndex
2016-07-11,27626.689453,27358.230469,27647.480469,27358.230469,23900,0.981273201511317,BombayStockMarketIndex
2016-07-12,27808.140625,27667.810547,27828.740234,27667.810547,12200,0.507196179334887,BombayStockMarketIndex
2016-07-13,27815.179688,27912.140625,27928.759766,27752.140625,17600,-0.347379078884244,BombayStockMarketIndex
2016-07-14,27942.109375,27857.800781,27967.769531,27763.150391,10500,0.302639087208563,BombayStockMarketIndex
2016-07-15,27836.5,27966.140625,28048.699219,27735.869141,16300,-0.463562801669206,BombayStockMarketIndex
2016-07-18,27746.660156,27920.660156,28013.5,27697.689453,20500,-0.623194433898829,BombayStockMarketIndex
2016-07-19,27787.619141,27790.050781,27826.689453,27637.980469,16800,-0.00875003798721024,BombayStockMarketIndex
2016-07-20,27915.890625,27775.699219,27935.179688,27759.710938,12500,0.504726829357742,BombayStockMarketIndex
2016-07-21,27710.519531,27980.070313,27988.759766,27687.539063,12200,-0.963367064430716,BombayStockMarketIndex
2016-07-22,27803.240234,27721.720703,27832.449219,27646.210938,9500,0.294063748327065,BombayStockMarketIndex
2016-07-25,28095.339844,27753.960938,28110.369141,27736.509766,15300,1.23001868728795,BombayStockMarketIndex
2016-07-26,27976.519531,28121.369141,28149.529297,27927.130859,11100,-0.515087331892428,BombayStockMarketIndex
2016-07-27,28024.330078,27976.140625,28210.880859,27899.929688,10400,0.172251968725579,BombayStockMarketIndex
2016-07-28,28208.619141,28108.779297,28240.199219,28064.900391,14600,0.355190963453379,BombayStockMarketIndex
2016-07-29,28051.859375,28232.869141,28233.470703,28037.869141,11500,-0.641131317883436,BombayStockMarketIndex
2016-08-01,28003.119141,28083.080078,28284.849609,27873.529297,13700,-0.284729939799732,BombayStockMarketIndex
2016-08-02,27981.710938,28069.119141,28175.220703,27943.910156,10100,-0.311403441486426,BombayStockMarketIndex
2016-08-03,27697.509766,28008.519531,28015.429688,27647.140625,11800,-1.11041129701902,BombayStockMarketIndex
2016-08-04,27714.369141,27899.880859,27921.910156,27627.970703,14600,-0.664919391367791,BombayStockMarketIndex
2016-08-05,28078.349609,27810.550781,28110.369141,27795.740234,13700,0.962939677494477,BombayStockMarketIndex
2016-08-08,28182.570313,28181.919922,28226.380859,28128.060547,20300,0.00230783070067378,BombayStockMarketIndex
2016-08-09,28085.160156,28289.220703,28289.960938,27956.769531,14200,-0.721336756294447,BombayStockMarketIndex
2016-08-10,27774.880859,28133.359375,28143.279297,27736.619141,15400,-1.27421155512111,BombayStockMarketIndex
2016-08-11,27859.599609,27805.939453,27902.390625,27697.330078,9900,0.192980913630711,BombayStockMarketIndex
2016-08-12,28152.400391,27919.949219,28203.269531,27900.910156,21000,0.832563018566717,BombayStockMarketIndex
2016-08-16,28064.609375,28190.039063,28199.099609,27942.650391,14600,-0.444943292627889,BombayStockMarketIndex
2016-08-17,28005.369141,28061.789063,28174.300781,27960.140625,11600,-0.201056040558696,BombayStockMarketIndex
2016-08-18,28123.439453,28077.640625,28214.169922,28077,12500,0.163114944776451,BombayStockMarketIndex
2016-08-19,28077,28167.660156,28212.300781,28026.119141,15600,-0.321859023780824,BombayStockMarketIndex
2016-08-22,27985.539063,28088.070313,28143.279297,27918.050781,12600,-0.365034866608638,BombayStockMarketIndex
2016-08-23,27990.210938,28012.560547,28028.980469,27854.429688,12400,-0.079784241652962,BombayStockMarketIndex
2016-08-24,28059.939453,28065.25,28108.390625,27959.869141,8100,-0.0189221439324465,BombayStockMarketIndex
2016-08-25,27835.910156,28103.599609,28154.210938,27803.240234,6700,-0.952509488906443,BombayStockMarketIndex
2016-08-26,27782.25,27882.75,27935.880859,27696.990234,9100,-0.360437905156414,BombayStockMarketIndex
2016-08-29,27902.660156,27827.259766,27952.849609,27698.710938,11800,0.270958731237089,BombayStockMarketIndex
2016-08-30,28343.009766,28012.460938,28478.019531,28010.660156,10600,1.18000638619935,BombayStockMarketIndex
2016-08-31,28452.169922,28372.25,28532.25,28363.099609,10400,0.281683412489319,BombayStockMarketIndex
2016-09-01,28423.480469,28459.089844,28548.849609,28386.609375,16800,-0.125124785069356,BombayStockMarketIndex
2016-09-02,28532.109375,28498.720703,28581.580078,28427.630859,12000,0.117158494052985,BombayStockMarketIndex
2016-09-06,28978.019531,28631.269531,29013.400391,28631.269531,18200,1.21108845566405,BombayStockMarketIndex
2016-09-07,28926.359375,29035.669922,29067.839844,28911.310547,19800,-0.376469863769796,BombayStockMarketIndex
2016-09-08,29045.279297,28929.460938,29077.279297,28854.560547,15000,0.400347449433006,BombayStockMarketIndex
2016-09-09,28797.25,29062.900391,29062.900391,28755.080078,11700,-0.914053268689811,BombayStockMarketIndex
2016-09-12,28353.539063,28481.089844,28481.109375,28251.310547,13700,-0.447843750708398,BombayStockMarketIndex
2016-09-14,28372.230469,28345.490234,28416.410156,28259.380859,11500,0.0943368231745132,BombayStockMarketIndex
2016-09-15,28412.890625,28398.330078,28454.019531,28311.109375,9600,0.0512725465194903,BombayStockMarketIndex
2016-09-16,28599.029297,28520.300781,28778.640625,28494.589844,13400,0.276043778796497,BombayStockMarketIndex
2016-09-19,28634.5,28626.599609,28714.769531,28552.550781,12600,0.0275980769910073,BombayStockMarketIndex
2016-09-20,28523.199219,28690.660156,28698.810547,28480.529297,8000,-0.583677531605988,BombayStockMarketIndex
2016-09-21,28507.419922,28554.380859,28689.359375,28462.330078,12300,-0.164461408678025,BombayStockMarketIndex
2016-09-22,28773.130859,28766.939453,28871.919922,28693.070313,10700,0.0215226441106722,BombayStockMarketIndex
2016-09-23,28668.220703,28810.320313,28825.089844,28627.380859,13300,-0.493224679407267,BombayStockMarketIndex
2016-09-26,28294.279297,28630.919922,28630.919922,28272.029297,16600,-1.17579395254193,BombayStockMarketIndex
2016-09-27,28223.699219,28373.019531,28432.740234,28179.339844,8800,-0.526275717101093,BombayStockMarketIndex
2016-09-28,28292.810547,28198.880859,28378.560547,28198.300781,10800,0.333097219246633,BombayStockMarketIndex
2016-09-29,27827.529297,28423.140625,28475.570313,27719.919922,13600,-2.095515537351,BombayStockMarketIndex
2016-09-30,27865.960938,27807.820313,27955.210938,27716.779297,10500,0.209080123309124,BombayStockMarketIndex
2016-10-03,28243.289063,27997.289063,28273.019531,27919.890625,10900,0.878656499371944,BombayStockMarketIndex
2016-10-04,28334.550781,28377.640625,28404.699219,28242.25,18300,-0.151844350167847,BombayStockMarketIndex
2016-10-05,28220.980469,28425.740234,28477.650391,28188.900391,11300,-0.72033221761131,BombayStockMarketIndex
2016-10-06,28106.210938,28298.349609,28328.560547,28031.220703,9100,-0.678974829468122,BombayStockMarketIndex
2016-10-07,28061.140625,28129.220703,28155.679688,27964.910156,12700,-0.242026178822431,BombayStockMarketIndex
2016-10-10,28082.339844,28144.279297,28216.640625,28068.320313,6900,-0.220078305599408,BombayStockMarketIndex
2016-10-13,27643.109375,28042.619141,28042.619141,27563.839844,11900,-1.42465211252644,BombayStockMarketIndex
2016-10-14,27673.599609,27712.220703,27763.539063,27548.179688,14000,-0.1393648470612,BombayStockMarketIndex
2016-10-17,27529.970703,27776.140625,27803.210938,27488.300781,17100,-0.886263953381756,BombayStockMarketIndex
2016-10-18,28050.880859,27656.890625,28064.390625,27652.759766,16200,1.42456445788544,BombayStockMarketIndex
2016-10-19,27984.369141,28112.359375,28131.070313,27926.169922,15200,-0.455281011076648,BombayStockMarketIndex
2016-10-20,28129.839844,28031.570313,28212.5,28031.570313,11300,0.3505673421172,BombayStockMarketIndex
2016-10-21,28077.179688,28163.410156,28163.410156,27957.919922,8500,-0.306179072499964,BombayStockMarketIndex
2016-10-24,28179.080078,28156.589844,28256.650391,28075.949219,15100,0.0798755606577596,BombayStockMarketIndex
2016-10-25,28091.419922,28159.089844,28211.410156,28013.689453,11000,-0.240312887862802,BombayStockMarketIndex
2016-10-26,27836.509766,28050.550781,28050.550781,27759.560547,14100,-0.763054589092001,BombayStockMarketIndex
2016-10-27,27915.900391,27808.630859,27958.130859,27665.599609,13600,0.385741867493925,BombayStockMarketIndex
2016-10-28,27941.509766,27983.140625,28000.140625,27789.839844,11300,-0.148771217490892,BombayStockMarketIndex
2016-11-01,27876.609375,27966.179688,28029.800781,27845.630859,10100,-0.320280832059568,BombayStockMarketIndex
2016-11-02,27527.220703,27679.320313,27679.320313,27500.810547,13000,-0.549506303912258,BombayStockMarketIndex
2016-11-03,27430.279297,27518.060547,27600.740234,27399.259766,10800,-0.318995046362633,BombayStockMarketIndex
2016-11-04,27274.150391,27465.550781,27498.910156,27193.609375,24300,-0.696874391947052,BombayStockMarketIndex
2016-11-07,27458.990234,27552.269531,27591.150391,27274.150391,11300,-0.338553950682898,BombayStockMarketIndex
2016-11-08,27591.140625,27537.259766,27646.839844,27406.759766,10200,0.195665289349258,BombayStockMarketIndex
2016-11-09,27252.529297,26251.380859,27397.380859,25902.449219,21100,3.81369819506758,BombayStockMarketIndex
2016-11-10,27517.679688,27605.050781,27743.460938,27252.529297,16600,-0.31650401114327,BombayStockMarketIndex
2016-11-11,26818.820313,27344.849609,27344.849609,26777.179688,17100,-1.92368692284513,BombayStockMarketIndex
2016-11-15,26304.630859,26809.609375,26809.609375,26253.630859,16400,-1.88357282247794,BombayStockMarketIndex
2016-11-16,26298.689453,26508.939453,26621.400391,26239.210938,14200,-0.79312867409415,BombayStockMarketIndex
2016-11-17,26227.619141,26304.900391,26449.869141,26155.400391,11000,-0.293790316067652,BombayStockMarketIndex
2016-11-18,26150.240234,26270.199219,26349.019531,26106.779297,9600,-0.456635231426935,BombayStockMarketIndex
2016-11-21,25765.140625,26246.699219,26270.279297,25717.929688,9900,-1.83473963709462,BombayStockMarketIndex
2016-11-22,25960.779297,25928.160156,26039.699219,25765.509766,8100,0.125805845087897,BombayStockMarketIndex
2016-11-23,26051.810547,26101.330078,26130.490234,25877.160156,8900,-0.189720335523195,BombayStockMarketIndex
2016-11-24,25860.169922,26049.140625,26049.140625,25810.970703,8600,-0.725439298441344,BombayStockMarketIndex
2016-11-25,26316.339844,25953.240234,26343.949219,25874.449219,11500,1.39905309212342,BombayStockMarketIndex
2016-11-28,26350.169922,26303.519531,26413.990234,26183.220703,10900,0.177354178573021,BombayStockMarketIndex
2016-11-29,26394.009766,26408.619141,26587.070313,26354.660156,9600,-0.0553204804916081,BombayStockMarketIndex
2016-11-30,26652.810547,26441.019531,26680.550781,26395.5,7800,0.800994136219638,BombayStockMarketIndex
2016-12-01,26559.919922,26756.660156,26769.320313,26540.820313,11300,-0.735294438292901,BombayStockMarketIndex
2016-12-02,26230.660156,26437.369141,26463.060547,26182.929688,9600,-0.781881827565913,BombayStockMarketIndex
2016-12-05,26349.099609,26253.480469,26390.800781,26125.349609,12800,0.364215099452849,BombayStockMarketIndex
2016-12-06,26392.759766,26403.619141,26502.429688,26356.019531,7600,-0.041128357980052,BombayStockMarketIndex
2016-12-07,26236.869141,26456.210938,26540.830078,26164.820313,10500,-0.829074872112365,BombayStockMarketIndex
2016-12-08,26694.279297,26366.519531,26733.869141,26357.349609,8200,1.24309075232566,BombayStockMarketIndex
2016-12-09,26747.179688,26787.140625,26803.759766,26707.810547,9800,-0.149179554322065,BombayStockMarketIndex
2016-12-12,26515.240234,26725.310547,26725.310547,26468.589844,8500,-0.786035068256976,BombayStockMarketIndex
2016-12-13,26697.820313,26607.650391,26724.970703,26494.230469,7000,0.338887202270595,BombayStockMarketIndex
2016-12-14,26602.839844,26707.910156,26736.339844,26547.050781,9900,-0.393405217354302,BombayStockMarketIndex
2016-12-15,26519.070313,26497.710938,26737.859375,26407.580078,12700,0.0806083780216985,BombayStockMarketIndex
2016-12-16,26489.560547,26548.669922,26594.550781,26455.210938,7600,-0.222645334676514,BombayStockMarketIndex
2016-12-19,26374.699219,26505.660156,26505.660156,26340.380859,7400,-0.494086682728248,BombayStockMarketIndex
2016-12-20,26307.980469,26374.589844,26435.560547,26241.429688,7300,-0.252551320774958,BombayStockMarketIndex
2016-12-21,26242.380859,26368.880859,26396,26213.509766,6100,-0.479732153504816,BombayStockMarketIndex
2016-12-22,25979.599609,26224.070313,26248.449219,25940.140625,7600,-0.93223782991006,BombayStockMarketIndex
2016-12-23,26040.699219,25959.990234,26143.189453,25872.380859,7500,0.310897593845364,BombayStockMarketIndex
2016-12-26,25807.099609,25992.410156,26008.570313,25753.740234,5400,-0.712940992727542,BombayStockMarketIndex
2016-12-27,26213.439453,25815.429688,26249.029297,25803.189453,8700,1.54175146340876,BombayStockMarketIndex
2016-12-28,26210.679688,26243.189453,26415.050781,26191.720703,8500,-0.123878864107665,BombayStockMarketIndex
2016-12-29,26366.150391,26429.410156,26429.630859,26166.669922,6700,-0.23935367693267,BombayStockMarketIndex
2016-12-30,26626.460938,26441.509766,26678.599609,26406.529297,8600,0.699472812395235,BombayStockMarketIndex
2017-01-02,26595.449219,26711.150391,26720.980469,26447.060547,8000,-0.43315682891361,BombayStockMarketIndex
2017-01-03,26643.240234,26616.919922,26724.400391,26488.369141,9800,0.0988856414533711,BombayStockMarketIndex
2017-01-04,26633.130859,26677.220703,26723.369141,26606.060547,8100,-0.165271504445139,BombayStockMarketIndex
2017-01-05,26878.240234,26738.419922,26917.210938,26738.419922,9800,0.522919126888862,BombayStockMarketIndex
2017-01-06,26759.230469,26929.689453,27009.609375,26733.330078,7800,-0.632977904544723,BombayStockMarketIndex
2017-01-09,26726.550781,26860.810547,26860.880859,26701.179688,6400,-0.499835125098242,BombayStockMarketIndex
2017-01-10,26899.560547,26811.630859,26914.949219,26804.169922,8600,0.32795352309009,BombayStockMarketIndex
2017-01-11,27140.410156,26978.439453,27174.869141,26978.439453,12000,0.600370912046922,BombayStockMarketIndex
2017-01-12,27247.160156,27171.660156,27278.929688,27166.689453,11700,0.277863036584933,BombayStockMarketIndex
2017-01-13,27238.060547,27378.009766,27459.75,27143.070313,10200,-0.511173822334585,BombayStockMarketIndex
2017-01-16,27288.169922,27238.349609,27335.080078,27172.679688,12600,0.182905035419395,BombayStockMarketIndex
